name,mos
Animation_720P-3adc_crf_10_ss_00_t_20.0.mp4,3.575
Animation_720P-412a_crf_10_ss_00_t_20.0.mp4,4.249
Animation_720P-41cf_crf_10_ss_00_t_20.0.mp4,3.862
Animation_720P-41d6_crf_10_ss_00_t_20.0.mp4,4.148
Animation_720P-4268_crf_10_ss_00_t_20.0.mp4,3.846
Animation_720P-431c_crf_10_ss_00_t_20.0.mp4,4.396
Animation_720P-57d9_crf_10_ss_00_t_20.0.mp4,3.522
Animation_720P-620f_crf_10_ss_00_t_20.0.mp4,4.522
Animation_720P-6372_crf_10_ss_00_t_20.0.mp4,4.422
Animation_720P-79ee_crf_10_ss_00_t_20.0.mp4,2.197
Animation_720P-7b29_crf_10_ss_00_t_20.0.mp4,3.862
Animation_720P-7e7d_crf_10_ss_00_t_20.0.mp4,3.589
Animation_720P-7ff2_crf_10_ss_00_t_20.0.mp4,4.124
CoverSong_1080P-0188_crf_10_ss_00_t_20.0.mp4,2.383
CoverSong_1080P-033d_crf_10_ss_00_t_20.0.mp4,4.433
CoverSong_1080P-0a86_crf_10_ss_00_t_20.0.mp4,4.228
CoverSong_1080P-0cdc_crf_10_ss_00_t_20.0.mp4,2.741
CoverSong_1080P-0f33_crf_10_ss_00_t_20.0.mp4,3.221
CoverSong_1080P-0f3a_crf_10_ss_00_t_20.0.mp4,4.358
CoverSong_1080P-1963_crf_10_ss_00_t_20.0.mp4,3.882
CoverSong_1080P-1b08_crf_10_ss_00_t_20.0.mp4,3.812
CoverSong_1080P-1b0c_crf_10_ss_00_t_20.0.mp4,3.763
CoverSong_1080P-2207_crf_10_ss_00_t_20.0.mp4,3.675
CoverSong_1080P-237f_crf_10_ss_00_t_20.0.mp4,3.893
CoverSong_1080P-3409_crf_10_ss_00_t_20.0.mp4,4.331
CoverSong_1080P-3499_crf_10_ss_00_t_20.0.mp4,4.193
CoverSong_1080P-3aac_crf_10_ss_00_t_20.0.mp4,3.381
CoverSong_1080P-3df8_crf_10_ss_00_t_20.0.mp4,3.827
CoverSong_1080P-4bad_crf_10_ss_00_t_20.0.mp4,4.298
CoverSong_1080P-5430_crf_10_ss_00_t_20.0.mp4,3.969
CoverSong_1080P-5456_crf_10_ss_00_t_20.0.mp4,3.736
CoverSong_1080P-5cae_crf_10_ss_00_t_20.0.mp4,3.209
CoverSong_1080P-5e69_crf_10_ss_00_t_20.0.mp4,3.29
CoverSong_1080P-5f92_crf_10_ss_00_t_20.0.mp4,4.043
CoverSong_1080P-6f26_crf_10_ss_00_t_20.0.mp4,4.288
CoverSong_360P-0a9d_crf_10_ss_00_t_20.0.mp4,2.538
CoverSong_360P-0aa2_crf_10_ss_00_t_20.0.mp4,2.511
CoverSong_360P-11f9_crf_10_ss_00_t_20.0.mp4,2.79
CoverSong_360P-13d2_crf_10_ss_00_t_20.0.mp4,2.578
CoverSong_360P-14b9_crf_10_ss_00_t_20.0.mp4,2.633
CoverSong_360P-1b2b_crf_10_ss_00_t_20.0.mp4,3.409
CoverSong_360P-2146_crf_10_ss_00_t_20.0.mp4,2.273
CoverSong_360P-2b4d_crf_10_ss_00_t_20.0.mp4,2.796
CoverSong_360P-3218_crf_10_ss_00_t_20.0.mp4,2.427
CoverSong_360P-4add_crf_10_ss_00_t_20.0.mp4,2.855
CoverSong_360P-53a6_crf_10_ss_00_t_20.0.mp4,3.235
CoverSong_360P-59d1_crf_10_ss_00_t_20.0.mp4,2.828
CoverSong_360P-5a24_crf_10_ss_00_t_20.0.mp4,2.789
CoverSong_360P-5d20_crf_10_ss_00_t_20.0.mp4,2.943
CoverSong_360P-67ec_crf_10_ss_00_t_20.0.mp4,2.404
CoverSong_360P-6d6a_crf_10_ss_00_t_20.0.mp4,3.273
CoverSong_360P-6da7_crf_10_ss_00_t_20.0.mp4,2.763
CoverSong_480P-0170_crf_10_ss_00_t_20.0.mp4,3.118
CoverSong_480P-1019_crf_10_ss_00_t_20.0.mp4,3.815
CoverSong_480P-1109_crf_10_ss_00_t_20.0.mp4,2.826
CoverSong_480P-2142_crf_10_ss_00_t_20.0.mp4,3.25
CoverSong_480P-2207_crf_10_ss_00_t_20.0.mp4,2.934
CoverSong_480P-2d2c_crf_10_ss_00_t_20.0.mp4,3.837
CoverSong_480P-3076_crf_10_ss_00_t_20.0.mp4,1.71
CoverSong_480P-35e1_crf_10_ss_00_t_20.0.mp4,3.608
CoverSong_480P-3e4b_crf_10_ss_00_t_20.0.mp4,2.877
CoverSong_480P-3e92_crf_10_ss_00_t_20.0.mp4,4.235
CoverSong_480P-3f3b_crf_10_ss_00_t_20.0.mp4,3.027
CoverSong_480P-41a5_crf_10_ss_00_t_20.0.mp4,3.27
CoverSong_480P-4d34_crf_10_ss_00_t_20.0.mp4,2.677
CoverSong_480P-53f4_crf_10_ss_00_t_20.0.mp4,3.169
CoverSong_480P-59f2_crf_10_ss_00_t_20.0.mp4,3.418
CoverSong_480P-5b62_crf_10_ss_00_t_20.0.mp4,3.056
CoverSong_480P-60a6_crf_10_ss_00_t_20.0.mp4,2.369
CoverSong_480P-64d0_crf_10_ss_00_t_20.0.mp4,3.917
CoverSong_480P-6c3e_crf_10_ss_00_t_20.0.mp4,2.502
CoverSong_480P-6c50_crf_10_ss_00_t_20.0.mp4,2.729
CoverSong_480P-7f6d_crf_10_ss_00_t_20.0.mp4,3.048
CoverSong_720P-014c_crf_10_ss_00_t_20.0.mp4,2.618
CoverSong_720P-0239_crf_10_ss_00_t_20.0.mp4,2.52
CoverSong_720P-10f1_crf_10_ss_00_t_20.0.mp4,2.805
CoverSong_720P-1393_crf_10_ss_00_t_20.0.mp4,4.059
CoverSong_720P-2d05_crf_10_ss_00_t_20.0.mp4,3.224
CoverSong_720P-4006_crf_10_ss_00_t_20.0.mp4,3.414
CoverSong_720P-449f_crf_10_ss_00_t_20.0.mp4,3.496
CoverSong_720P-5689_crf_10_ss_00_t_20.0.mp4,2.317
CoverSong_720P-5ba2_crf_10_ss_00_t_20.0.mp4,2.834
CoverSong_720P-60d3_crf_10_ss_00_t_20.0.mp4,2.991
CoverSong_720P-6626_crf_10_ss_00_t_20.0.mp4,3.316
CoverSong_720P-6b8c_crf_10_ss_00_t_20.0.mp4,2.988
CoverSong_720P-6d6a_crf_10_ss_00_t_20.0.mp4,3.52
CoverSong_720P-6d81_crf_10_ss_00_t_20.0.mp4,3.145
CoverSong_720P-7360_crf_10_ss_00_t_20.0.mp4,2.798
CoverSong_720P-7539_crf_10_ss_00_t_20.0.mp4,2.348
Gaming_1080P-0ce6_crf_10_ss_00_t_20.0.mp4,3.968
Gaming_1080P-0ef8_crf_10_ss_00_t_20.0.mp4,3.781
Gaming_1080P-12d4_crf_10_ss_00_t_20.0.mp4,4.494
Gaming_1080P-13e3_crf_10_ss_00_t_20.0.mp4,4.434
Gaming_1080P-1704_crf_10_ss_00_t_20.0.mp4,4.295
Gaming_1080P-173a_crf_10_ss_00_t_20.0.mp4,3.013
Gaming_1080P-190d_crf_10_ss_00_t_20.0.mp4,3.898
Gaming_1080P-2221_crf_10_ss_00_t_20.0.mp4,4.239
Gaming_1080P-223e_crf_10_ss_00_t_20.0.mp4,4.283
Gaming_1080P-26dc_crf_10_ss_00_t_20.0.mp4,3.541
Gaming_1080P-277c_crf_10_ss_00_t_20.0.mp4,3.884
Gaming_1080P-2927_crf_10_ss_00_t_20.0.mp4,4.441
Gaming_1080P-29b1_crf_10_ss_00_t_20.0.mp4,3.829
Gaming_1080P-2e97_crf_10_ss_00_t_20.0.mp4,4.391
Gaming_1080P-35fa_crf_10_ss_00_t_20.0.mp4,3.035
Gaming_1080P-3a9d_crf_10_ss_00_t_20.0.mp4,3.872
Gaming_1080P-3bf7_crf_10_ss_00_t_20.0.mp4,3.245
Gaming_1080P-3d58_crf_10_ss_00_t_20.0.mp4,3.782
Gaming_1080P-44c4_crf_10_ss_00_t_20.0.mp4,3.839
Gaming_1080P-45af_crf_10_ss_00_t_20.0.mp4,4.373
Gaming_1080P-45fc_crf_10_ss_00_t_20.0.mp4,3.695
Gaming_1080P-4865_crf_10_ss_00_t_20.0.mp4,4.355
Gaming_1080P-51fc_crf_10_ss_00_t_20.0.mp4,4.377
Gaming_1080P-564e_crf_10_ss_00_t_20.0.mp4,4.322
Gaming_1080P-57ca_crf_10_ss_00_t_20.0.mp4,4.409
Gaming_1080P-58ba_crf_10_ss_00_t_20.0.mp4,3.952
Gaming_1080P-5ae7_crf_10_ss_00_t_20.0.mp4,3.328
Gaming_1080P-6530_crf_10_ss_00_t_20.0.mp4,3.92
Gaming_1080P-6578_crf_10_ss_00_t_20.0.mp4,4.399
Gaming_1080P-66d2_crf_10_ss_00_t_20.0.mp4,4.142
Gaming_1080P-698a_crf_10_ss_00_t_20.0.mp4,3.743
Gaming_1080P-6d53_crf_10_ss_00_t_20.0.mp4,3.821
Gaming_1080P-6db2_crf_10_ss_00_t_20.0.mp4,3.475
Gaming_1080P-6dc6_crf_10_ss_00_t_20.0.mp4,4.602
Gaming_1080P-6e45_crf_10_ss_00_t_20.0.mp4,2.517
Gaming_1080P-71a5_crf_10_ss_00_t_20.0.mp4,4.482
Gaming_1080P-72c8_crf_10_ss_00_t_20.0.mp4,4.366
Gaming_1080P-777b_crf_10_ss_00_t_20.0.mp4,4.05
Gaming_1080P-7a1e_crf_10_ss_00_t_20.0.mp4,4.024
Gaming_2160P-2436_crf_10_ss_00_t_20.0.mp4,4.473
Gaming_2160P-2b92_crf_10_ss_00_t_20.0.mp4,3.632
Gaming_2160P-2cb1_crf_10_ss_00_t_20.0.mp4,4.481
Gaming_2160P-2dc4_crf_10_ss_00_t_20.0.mp4,4.383
Gaming_2160P-3002_crf_10_ss_00_t_20.0.mp4,4.337
Gaming_2160P-31f6_crf_10_ss_00_t_20.0.mp4,4.311
Gaming_2160P-348d_crf_10_ss_00_t_20.0.mp4,4.443
Gaming_2160P-34a1_crf_10_ss_00_t_20.0.mp4,4.414
Gaming_2160P-387f_crf_10_ss_00_t_20.0.mp4,4.513
Gaming_2160P-3a25_crf_10_ss_00_t_20.0.mp4,4.502
Gaming_2160P-3aec_crf_10_ss_00_t_20.0.mp4,4.646
Gaming_2160P-3ce4_crf_10_ss_00_t_20.0.mp4,4.529
Gaming_2160P-4139_crf_10_ss_00_t_20.0.mp4,3.923
Gaming_2160P-416f_crf_10_ss_00_t_20.0.mp4,4.332
Gaming_2160P-4258_crf_10_ss_00_t_20.0.mp4,4.067
Gaming_2160P-5c33_crf_10_ss_00_t_20.0.mp4,2.834
Gaming_2160P-5c53_crf_10_ss_00_t_20.0.mp4,4.309
Gaming_2160P-673d_crf_10_ss_00_t_20.0.mp4,4.165
Gaming_2160P-67b0_crf_10_ss_00_t_20.0.mp4,4.204
Gaming_2160P-6bb6_crf_10_ss_00_t_20.0.mp4,4.537
Gaming_2160P-6cd8_crf_10_ss_00_t_20.0.mp4,4.31
Gaming_2160P-7e80_crf_10_ss_00_t_20.0.mp4,4.108
Gaming_2160P-7ff0_crf_10_ss_00_t_20.0.mp4,4.238
Gaming_360P-043e_crf_10_ss_00_t_20.0.mp4,2.582
Gaming_360P-0b98_crf_10_ss_00_t_20.0.mp4,3.14
Gaming_360P-187a_crf_10_ss_00_t_20.0.mp4,3.133
Gaming_360P-215f_crf_10_ss_00_t_20.0.mp4,2.869
Gaming_360P-2164_crf_10_ss_00_t_20.0.mp4,3.245
Gaming_360P-21d2_crf_10_ss_00_t_20.0.mp4,2.372
Gaming_360P-2330_crf_10_ss_00_t_20.0.mp4,2.607
Gaming_360P-279f_crf_10_ss_00_t_20.0.mp4,2.841
Gaming_360P-2f99_crf_10_ss_00_t_20.0.mp4,3.281
Gaming_360P-3794_crf_10_ss_00_t_20.0.mp4,1.475
Gaming_360P-3eb6_crf_10_ss_00_t_20.0.mp4,3.184
Gaming_360P-48b0_crf_10_ss_00_t_20.0.mp4,3.427
Gaming_360P-4f09_crf_10_ss_00_t_20.0.mp4,3.506
Gaming_360P-56fe_crf_10_ss_00_t_20.0.mp4,2.439
Gaming_360P-586d_crf_10_ss_00_t_20.0.mp4,3.026
Gaming_360P-5e0f_crf_10_ss_00_t_20.0.mp4,3.012
Gaming_360P-6207_crf_10_ss_00_t_20.0.mp4,3.349
Gaming_360P-63e6_crf_10_ss_00_t_20.0.mp4,2.636
Gaming_360P-73c7_crf_10_ss_00_t_20.0.mp4,3.247
Gaming_360P-7975_crf_10_ss_00_t_20.0.mp4,2.761
Gaming_360P-7acb_crf_10_ss_00_t_20.0.mp4,3.059
Gaming_480P-0109_crf_10_ss_00_t_20.0.mp4,2.436
Gaming_480P-09ab_crf_10_ss_00_t_20.0.mp4,3.795
Gaming_480P-0a03_crf_10_ss_00_t_20.0.mp4,2.676
Gaming_480P-0d23_crf_10_ss_00_t_20.0.mp4,3.466
Gaming_480P-0dbc_crf_10_ss_00_t_20.0.mp4,2.973
Gaming_480P-14fc_crf_10_ss_00_t_20.0.mp4,3.822
Gaming_480P-1542_crf_10_ss_00_t_20.0.mp4,2.776
Gaming_480P-20ca_crf_10_ss_00_t_20.0.mp4,2.891
Gaming_480P-3a44_crf_10_ss_00_t_20.0.mp4,3.043
Gaming_480P-445b_crf_10_ss_00_t_20.0.mp4,3.714
Gaming_480P-4560_crf_10_ss_00_t_20.0.mp4,3.904
Gaming_480P-5a5a_crf_10_ss_00_t_20.0.mp4,3.478
Gaming_480P-61ee_crf_10_ss_00_t_20.0.mp4,3.631
Gaming_480P-626a_crf_10_ss_00_t_20.0.mp4,3.786
Gaming_480P-6491_crf_10_ss_00_t_20.0.mp4,3.013
Gaming_480P-6548_crf_10_ss_00_t_20.0.mp4,2.871
Gaming_480P-6a5a_crf_10_ss_00_t_20.0.mp4,3.468
Gaming_480P-6c92_crf_10_ss_00_t_20.0.mp4,2.348
Gaming_480P-6cdc_crf_10_ss_00_t_20.0.mp4,2.425
Gaming_480P-6d1e_crf_10_ss_00_t_20.0.mp4,2.674
Gaming_480P-6f4b_crf_10_ss_00_t_20.0.mp4,3.67
Gaming_480P-75f7_crf_10_ss_00_t_20.0.mp4,2.798
Gaming_480P-7a08_crf_10_ss_00_t_20.0.mp4,3.792
Gaming_480P-7ccb_crf_10_ss_00_t_20.0.mp4,3.581
Gaming_480P-7e76_crf_10_ss_00_t_20.0.mp4,2.397
Gaming_720P-0fba_crf_10_ss_00_t_20.0.mp4,4.089
Gaming_720P-0fdb_crf_10_ss_00_t_20.0.mp4,3.263
Gaming_720P-103a_crf_10_ss_00_t_20.0.mp4,4.056
Gaming_720P-1cbb_crf_10_ss_00_t_20.0.mp4,4.01
Gaming_720P-221d_crf_10_ss_00_t_20.0.mp4,3.252
Gaming_720P-25aa_crf_10_ss_00_t_20.0.mp4,2.952
Gaming_720P-2dbe_crf_10_ss_00_t_20.0.mp4,4.327
Gaming_720P-312f_crf_10_ss_00_t_20.0.mp4,3.826
Gaming_720P-324d_crf_10_ss_00_t_20.0.mp4,3.145
Gaming_720P-3524_crf_10_ss_00_t_20.0.mp4,3.11
Gaming_720P-40b2_crf_10_ss_00_t_20.0.mp4,3.855
Gaming_720P-469a_crf_10_ss_00_t_20.0.mp4,4.124
Gaming_720P-4813_crf_10_ss_00_t_20.0.mp4,4.29
Gaming_720P-493e_crf_10_ss_00_t_20.0.mp4,3.567
Gaming_720P-4cda_crf_10_ss_00_t_20.0.mp4,3.62
Gaming_720P-5973_crf_10_ss_00_t_20.0.mp4,4.067
Gaming_720P-5ba2_crf_10_ss_00_t_20.0.mp4,4.281
Gaming_720P-6403_crf_10_ss_00_t_20.0.mp4,4.023
Gaming_720P-64b0_crf_10_ss_00_t_20.0.mp4,4.396
Gaming_720P-6625_crf_10_ss_00_t_20.0.mp4,3.813
Gaming_720P-6658_crf_10_ss_00_t_20.0.mp4,3.715
Gaming_720P-6a45_crf_10_ss_00_t_20.0.mp4,3.967
Gaming_720P-7afd_crf_10_ss_00_t_20.0.mp4,2.486
HDR_1080P-0d31_crf_10_ss_00_t_20.0.mp4,4.373
HDR_1080P-13eb_crf_10_ss_00_t_20.0.mp4,3.761
HDR_1080P-1be2_crf_10_ss_00_t_20.0.mp4,3.756
HDR_1080P-1e5b_crf_10_ss_00_t_20.0.mp4,1.242
HDR_1080P-206d_crf_10_ss_00_t_20.0.mp4,3.791
HDR_1080P-2d32_crf_10_ss_00_t_20.0.mp4,4.503
HDR_1080P-3181_crf_10_ss_00_t_20.0.mp4,3.777
HDR_1080P-33e3_crf_10_ss_00_t_20.0.mp4,4.45
HDR_1080P-3521_crf_10_ss_00_t_20.0.mp4,3.895
HDR_1080P-35f4_crf_10_ss_00_t_20.0.mp4,4.16
HDR_1080P-3749_crf_10_ss_00_t_20.0.mp4,4.08
HDR_1080P-3a4a_crf_10_ss_00_t_20.0.mp4,3.824
HDR_1080P-46a4_crf_10_ss_00_t_20.0.mp4,3.582
HDR_1080P-49d6_crf_10_ss_00_t_20.0.mp4,4.589
HDR_1080P-4f4a_crf_10_ss_00_t_20.0.mp4,3.51
HDR_1080P-548b_crf_10_ss_00_t_20.0.mp4,4.626
HDR_1080P-549e_crf_10_ss_00_t_20.0.mp4,4.064
HDR_1080P-55c4_crf_10_ss_00_t_20.0.mp4,4.106
HDR_1080P-601b_crf_10_ss_00_t_20.0.mp4,4.318
HDR_1080P-687e_crf_10_ss_00_t_20.0.mp4,2.629
HDR_1080P-68c8_crf_10_ss_00_t_20.0.mp4,3.804
HDR_1080P-69de_crf_10_ss_00_t_20.0.mp4,4.181
HDR_1080P-6eb7_crf_10_ss_00_t_20.0.mp4,4.046
HDR_1080P-7825_crf_10_ss_00_t_20.0.mp4,4.514
HDR_2160P-06ae_crf_10_ss_00_t_20.0.mp4,4.474
HDR_2160P-15e2_crf_10_ss_00_t_20.0.mp4,4.191
HDR_2160P-2a72_crf_10_ss_00_t_20.0.mp4,4.113
HDR_2160P-3663_crf_10_ss_00_t_20.0.mp4,4.34
HDR_2160P-40ab_crf_10_ss_00_t_20.0.mp4,4.105
HDR_2160P-4581_crf_10_ss_00_t_20.0.mp4,3.979
HDR_2160P-4dcd_crf_10_ss_00_t_20.0.mp4,3.763
HDR_2160P-5275_crf_10_ss_00_t_20.0.mp4,4.206
HDR_2160P-5926_crf_10_ss_00_t_20.0.mp4,4.386
HDR_2160P-5e25_crf_10_ss_00_t_20.0.mp4,4.209
HDR_2160P-664d_crf_10_ss_00_t_20.0.mp4,3.753
HDR_2160P-6ed1_crf_10_ss_00_t_20.0.mp4,3.724
HDR_2160P-6eeb_crf_10_ss_00_t_20.0.mp4,4.402
HDR_2160P-6fab_crf_10_ss_00_t_20.0.mp4,3.443
HDR_2160P-70ca_crf_10_ss_00_t_20.0.mp4,3.905
HowTo_1080P-0267_crf_10_ss_00_t_20.0.mp4,4.234
HowTo_1080P-03fd_crf_10_ss_00_t_20.0.mp4,3.517
HowTo_1080P-13aa_crf_10_ss_00_t_20.0.mp4,4.336
HowTo_1080P-1f3b_crf_10_ss_00_t_20.0.mp4,4.185
HowTo_1080P-36a9_crf_10_ss_00_t_20.0.mp4,4.427
HowTo_1080P-4d7b_crf_10_ss_00_t_20.0.mp4,4.199
HowTo_1080P-52bb_crf_10_ss_00_t_20.0.mp4,4.272
HowTo_1080P-55d1_crf_10_ss_00_t_20.0.mp4,4.102
HowTo_1080P-63e4_crf_10_ss_00_t_20.0.mp4,3.948
HowTo_1080P-63ec_crf_10_ss_00_t_20.0.mp4,4.229
HowTo_1080P-64f7_crf_10_ss_00_t_20.0.mp4,4.454
HowTo_1080P-6cbf_crf_10_ss_00_t_20.0.mp4,1.915
HowTo_1080P-7399_crf_10_ss_00_t_20.0.mp4,4.194
HowTo_1080P-763c_crf_10_ss_00_t_20.0.mp4,3.957
HowTo_1080P-7cf2_crf_10_ss_00_t_20.0.mp4,3.717
HowTo_1080P-7f18_crf_10_ss_00_t_20.0.mp4,3.718
HowTo_360P-041c_crf_10_ss_00_t_20.0.mp4,3.214
HowTo_360P-0562_crf_10_ss_00_t_20.0.mp4,3.261
HowTo_360P-06be_crf_10_ss_00_t_20.0.mp4,3.601
HowTo_360P-09f8_crf_10_ss_00_t_20.0.mp4,2.951
HowTo_360P-127f_crf_10_ss_00_t_20.0.mp4,3.332
HowTo_360P-18e7_crf_10_ss_00_t_20.0.mp4,2.78
HowTo_360P-1dba_crf_10_ss_00_t_20.0.mp4,1.907
HowTo_360P-2074_crf_10_ss_00_t_20.0.mp4,3.536
HowTo_360P-2a3b_crf_10_ss_00_t_20.0.mp4,2.589
HowTo_360P-2d35_crf_10_ss_00_t_20.0.mp4,2.847
HowTo_360P-2fd5_crf_10_ss_00_t_20.0.mp4,2.049
HowTo_360P-3aa6_crf_10_ss_00_t_20.0.mp4,3.019
HowTo_360P-4276_crf_10_ss_00_t_20.0.mp4,3.448
HowTo_360P-4e4c_crf_10_ss_00_t_20.0.mp4,3.005
HowTo_360P-55e9_crf_10_ss_00_t_20.0.mp4,3.496
HowTo_360P-5da7_crf_10_ss_00_t_20.0.mp4,3.425
HowTo_360P-6093_crf_10_ss_00_t_20.0.mp4,3.205
HowTo_360P-6a0e_crf_10_ss_00_t_20.0.mp4,2.104
HowTo_360P-7dcd_crf_10_ss_00_t_20.0.mp4,3.035
HowTo_360P-7fb1_crf_10_ss_00_t_20.0.mp4,3.322
HowTo_480P-04f1_crf_10_ss_00_t_20.0.mp4,3.454
HowTo_480P-0cb3_crf_10_ss_00_t_20.0.mp4,3.592
HowTo_480P-0d00_crf_10_ss_00_t_20.0.mp4,3.998
HowTo_480P-0eb3_crf_10_ss_00_t_20.0.mp4,2.507
HowTo_480P-118d_crf_10_ss_00_t_20.0.mp4,1.462
HowTo_480P-15c1_crf_10_ss_00_t_20.0.mp4,3.264
HowTo_480P-221e_crf_10_ss_00_t_20.0.mp4,3.283
HowTo_480P-2610_crf_10_ss_00_t_20.0.mp4,2.981
HowTo_480P-32c9_crf_10_ss_00_t_20.0.mp4,2.51
HowTo_480P-3435_crf_10_ss_00_t_20.0.mp4,3.93
HowTo_480P-470b_crf_10_ss_00_t_20.0.mp4,3.858
HowTo_480P-4948_crf_10_ss_00_t_20.0.mp4,2.551
HowTo_480P-4a28_crf_10_ss_00_t_20.0.mp4,3.659
HowTo_480P-4b6a_crf_10_ss_00_t_20.0.mp4,2.763
HowTo_480P-4c99_crf_10_ss_00_t_20.0.mp4,2.94
HowTo_480P-56a5_crf_10_ss_00_t_20.0.mp4,4.085
HowTo_480P-60b3_crf_10_ss_00_t_20.0.mp4,3.576
HowTo_480P-63a2_crf_10_ss_00_t_20.0.mp4,3.559
HowTo_480P-64a2_crf_10_ss_00_t_20.0.mp4,2.836
HowTo_480P-7579_crf_10_ss_00_t_20.0.mp4,4.079
HowTo_480P-7c11_crf_10_ss_00_t_20.0.mp4,3.267
HowTo_720P-017a_crf_10_ss_00_t_20.0.mp4,3.762
HowTo_720P-06eb_crf_10_ss_00_t_20.0.mp4,4.13
HowTo_720P-0a67_crf_10_ss_00_t_20.0.mp4,4.315
HowTo_720P-0b01_crf_10_ss_00_t_20.0.mp4,4.111
HowTo_720P-0c47_crf_10_ss_00_t_20.0.mp4,4.364
HowTo_720P-111e_crf_10_ss_00_t_20.0.mp4,3.938
HowTo_720P-12f7_crf_10_ss_00_t_20.0.mp4,3.3
HowTo_720P-21c6_crf_10_ss_00_t_20.0.mp4,2.838
HowTo_720P-269e_crf_10_ss_00_t_20.0.mp4,3.643
