name,mos
FF-008,58.84593525
FF-021,62.59044594
FF-022,69.77465009
FF-023,71.81385346
FF-031,67.54620057
FF-032,58.94932607
FF-033,54.47727327
FF-034,66.19601253
FIFA-001,56.79509814
FIFA-002,75.57545691
FIFA-004,71.86894859
FIFA-005,66.45057434
FIFA-008,58.42765072
FIFA-009,69.80834998
FIFA-010,66.09373809
FIFA-011,73.61658305
FIFA-012,69.11782592
FIFA-013,65.7651246
FIFA-014,40.84371322
Fallout-001,19.051547
Fallout-003,4.529653337
Fallout-004,29.48502167
Fallout-005,21.96805921
Fallout-007,16.00988605
Fallout-071,74.19621855
Fallout-072,71.08786457
Fallout-073,70.04797027
Fallout-074,78.43561072
Fallout-075,72.26159765
Fallout-076,74.32096034
FireEmblem-001,69.99920577
Fortnite-006,56.32386315
Fortnite-014,53.7771214
Fortnite-017,63.39594106
Fortnite-018,54.75142249
Fortnite-021,77.55125883
Fortnite-022,43.29539512
Fortnite-024,77.42369864
Fortnite-028,66.65414272
Fortnite-029,72.33699341
Fortnite-032,56.32568318
Fortnite-037,55.25527586
Fortnite-038,57.73964443
Fortnite-045,69.06816026
Fortnite-047,63.88992374
Fortnite-049,65.02985389
Fortnite-051,78.92786546
Fortnite-053,89.13552138
Fortnite-055,79.05004523
Fortnite-057,84.05999463
Fortnite-058,72.34498024
Fortnite-062,74.63192968
Fortnite-066,85.20065594
Fortnite-073,41.37951215
Fortnite-075,62.84670314
Fortnite-076,60.00950464
Fortnite-079,83.45582126
Fortnite-080,65.69910085
Fortnite-084,58.93459636
Fortnite-088,39.63565621
Fortnite-093,52.87113755
Fortnite-099,69.75946184
ForzaHorizon-001,86.21949537
ForzaHorizon-002,82.96570019
ForzaHorizon-003,88.30215929
ForzaHorizon-005,47.33445394
ForzaHorizon-008,43.56004551
ForzaHorizon-011,50.06083988
ForzaHorizon-012,51.84098174
ForzaHorizon-018,67.5567277
ForzaHorizon-019,88.80411588
ForzaHorizon-020,81.480658
ForzaHorizon-021,74.88639203
ForzaHorizon-022,86.28361458
ForzaHorizon-023,91.08438242
ForzaHorizon-040,85.95978941
ForzaHorizon-041,84.30715014
ForzaHorizon-042,81.18062471
ForzaHorizon-043,81.12295175
GTA-001,56.01671608
GTA-003,73.5404977
GTA-004,69.74055296
GTA-005,81.78611948
GTA-011,64.67748782
GTA-013,66.78690939
GTA-015,74.51077066
GTA-016,67.11947369
GTA-017,61.28648187
GTA-018,54.29688937
GTA-023,66.99332887
GTA-025,59.52804762
GTA-027,47.75578827
GTA-028,76.19014311
GTA-031,67.08987371
GTA-040,68.64968395
GTA-041,67.54944865
GTA-042,67.14725325
GTA-043,56.59439956
GTA-046,42.04554039
GTA-048,53.89102378
GTA-049,43.31777703
GTA-050,88.0473977
GTA-056,56.36110383
GTA-059,81.89542806
GTA-061,85.15444716
GTA-062,26.97860444
GTA-064,61.68526384
GenshinImpact-001,83.82182012
GenshinImpact-002,81.29212174
GenshinImpact-003,83.5656159
GenshinImpact-004,84.85897868
GenshinImpact-005,92.77627571
GenshinImpact-006,89.4718206
GenshinImpact-007,86.34856276
Hearthstone-001,64.87813773
Hearthstone-003,62.56669267
Hearthstone-004,88.8455315
Hearthstone-005,74.85215371
Hearthstone-007,60.90375302
Hearthstone-008,75.32694288
Hearthstone-009,88.02549107
Hearthstone-010,76.25482322
Hearthstone-012,78.1680705
Hearthstone-013,60.55032456
HorizonZeroDawn-001,59.26974164
HorizonZeroDawn-002,63.61864276
HorizonZeroDawn-003,64.87427546
HorizonZeroDawn-004,56.28089798
HorizonZeroDawn-005,78.88436118
HorizonZeroDawn-006,61.15578505
HorizonZeroDawn-007,51.08661108
HorizonZeroDawn-008,58.54605303
HorizonZeroDawn-009,75.08313569
ImperatorRome-001,87.16994712
Kenshi-002,72.57282279
Kenshi-003,70.67063316
Kenshi-004,66.62843522
Kenshi-005,67.13104438
Kenshi-006,57.79021289
Kenshi-007,69.50040985
Kenshi-008,58.46611351
Kenshi-009,65.59195953
Kenshi-010,55.81378896
KibyStar-001,57.92785851
KibyStar-002,49.85070905
KibyStar-003,66.41498634
KibyStar-004,55.58722616
KibyStar-005,71.56850593
KibyStar-006,72.14433052
LOL-001,55.64954441
LOL-002,68.68171237
LOL-005,85.07075275
LOL-006,85.93633403
LOL-008,94.73925922
LOL-009,94.5517268
LOL-010,94.81877461
LOL-013,89.83722172
LOL-016,90.15408343
LOL-017,89.49784649
LOL-018,93.58837176
LOL-019,89.82393997
LOL-020,90.28497084
LOL-021,86.14342241
LOL-022,89.30928965
LOL-024,79.18219632
LOL-025,79.03223319
LOL-027,73.90462137
LOL-028,64.48449395
LOL-029,50.9445574
LOL-030,80.41212087
LOL-032,82.30849946
LOL-033,47.01263384
LOL-035,53.67386491
LOL-036,59.94617774
LOL-037,45.53242397
LOL-038,55.0501492
LOL-041,39.32026028
LOL-042,33.74026948
LOL-045,33.1210751
LOL-050,71.40643915
LOL-051,41.46860724
LegendZeldaBreathWild-001,64.65843628
LegendZeldaBreathWild-002,68.3722849
LegendZeldaBreathWild-003,62.6779187
LegendZeldaBreathWild-004,63.70784733
LegendZeldaBreathWild-005,71.10483681
LegendZeldaBreathWild-006,59.92697887
LegendZeldaBreathWild-008,68.6428578
LegendZeldaBreathWild-009,58.01798884
LegendZeldaBreathWild-011,80.81606861
LegendZeldaBreathWild-012,70.62969743
LegendZeldaBreathWild-013,64.6531588
LegendZeldaBreathWild-015,57.76563525
Minecraft-001,72.43812199
Minecraft-002,59.4951393
Minecraft-003,61.09154739
Minecraft-004,53.30121289
Minecraft-005,64.75082191
Minecraft-010,73.578277
Minecraft-012,74.4100539
Minecraft-013,77.14937231
Minecraft-025,36.59743348
Minecraft-030,43.12997784
Minecraft-031,70.39950322
Minecraft-034,54.47925039
Minecraft-035,54.21281149
Minecraft-036,58.25378296
Minecraft-038,78.46364984
Minecraft-039,44.30997465
Minecraft-043,55.99850755
Minecraft-046,37.82871306
Minecraft-048,68.22743888
Minecraft-050,33.59130693
Minecraft-052,32.17295079
Minecraft-053,30.58368502
Minecraft-054,60.53546921
Minecraft-057,71.45051641
Minecraft-061,69.05490141
Minecraft-067,50.96117853
Minecraft-075,43.46380669
Minecraft-080,57.71354927
Minecraft-088,62.67875552
Minecraft-089,58.66023152
Minecraft-093,67.14939666
Minecraft-095,62.41186726
Minecraft-099,71.17575725
Minecraft-100,59.52061332
MountBlade-001,61.87046261
MountBlade-003,68.62272758
MountBlade-004,67.97683173
MountBlade-005,40.50819064
MountBlade-007,65.89155324
NBA-001,51.69304815
NBA-003,72.08140196
NBA-004,64.22275156
NBA-005,72.36795887
NBA-006,74.87687749
NBA-007,77.98859755
NBA-008,66.66743191
NBA-009,66.43572276
NBA-010,44.05926469
NBA-011,37.17853641
NBA-012,43.71035569
NBA-013,84.99870678
Naruto-001,56.92569649
Naruto-002,57.83664256
Naruto-003,56.11075035
Naruto-004,54.19761271
NeedForSpeed-001,78.59547678
NeedForSpeed-002,79.75732618
NeedForSpeed-003,86.08564856
OctopathTraveler-001,66.38240558
Onmyoji-002,89.20402345
Onmyoji-003,83.45376704
Onmyoji-004,82.22384494
Onmyoji-005,85.90034861
Onmyoji-007,75.49453298
Onmyoji-008,78.47693408
Onmyoji-009,81.19911008
Onmyoji-010,85.44967903
Onmyoji-011,86.93637299
Overwatch-001,67.6540857
Overwatch-003,91.369006
Overwatch-004,87.46149815
Overwatch-006,81.82504893
Overwatch-007,79.06337905
Overwatch-008,92.24710194
Overwatch-010,89.08411924
Overwatch-011,81.72113827
Overwatch-012,60.48021022
Overwatch-013,76.55233335
Overwatch-014,72.69771831
Overwatch-015,15.4095674
Overwatch-016,79.05241118
Overwatch-017,82.65256521
Overwatch-019,81.56366328
Overwatch-020,60.90415756
Overwatch-022,81.97290326
Overwatch-024,58.61280503
Overwatch-025,77.15493293
Overwatch-026,84.5211096
PUBG-001,30.6338343
PUBG-002,42.25720065
PUBG-009,52.01535216
PUBG-011,60.08682762
PUBG-013,38.41975169
PUBG-016,71.65489622
PUBG-021,71.74578309
PUBG-026,69.32149447
PUBG-027,69.10161585
PUBG-028,62.98068275
PUBG-034,77.43686151
PUBG-037,34.64490984
PUBG-038,47.19028535
PUBG-039,46.23782033
PUBG-041,51.13846205
PUBG-042,47.54329173
PUBG-044,38.48818924
PUBG-051,78.60192805
PUBG-052,79.85634775
PUBG-055,72.33484066
PUBG-056,55.63796658
PUBG-057,55.76019692
PUBG-062,79.89099738
PUBG-066,32.95135142
PUBG-067,38.18765567
PUBG-072,78.87884504
PUBG-074,74.41793323
PUBG-079,64.41568531
PUBG-083,80.20412574
PUBG-088,71.35714417
PUBG-089,91.82930323
PUBG-090,33.99245676
PUBG-092,49.6340142
PlantZombies-001,45.56745156
PlantZombies-002,67.38893081
PlantZombies-004,51.8435938
PlantZombies-005,73.81350864
Pokemon-003,83.7782299
Pokemon-004,79.29416492
Pokemon-005,86.84879109
Pokemon-006,83.80469663
Pokemon-007,87.6447625
Pokemon-008,85.02818957
Pokemon-012,93.06904639
Pokemon-014,52.36768622
Pokemon-015,72.99339277
RDR-051,42.39179579
RDR-052,72.69162825
RDR-053,51.11007752
RDR-054,71.92877186
RDR-055,64.40493965
RDR-056,51.83788772
RDR-057,65.84233083
RDR-058,55.04024659
RDR-059,63.3813216
RDR-060,58.53047246
RDR-071,69.74141479
RDR-072,61.45098245
RDR-073,62.8352357
RDR-074,69.1368675
RDR-075,74.02841867
RDR2-001,76.09443316
RDR2-002,72.55975269
RDR2-004,60.88851025
RDR2-006,71.66677287
RDR2-007,62.7698081
RDR2-008,68.18000676
RDR2-009,70.12571222
RDR2-015,81.76042604
ResidentEvil-002,58.23809138
ResidentEvil-003,77.86553216
ResidentEvil-004,90.72480447
ResidentEvil-005,78.30023761
ResidentEvil-007,63.64256286
ResidentEvil-008,63.00089885
Roblox-001,73.24272193
Roblox-003,50.91937256
Roblox-004,67.33129885
Roblox-006,56.4045482
Roblox-007,61.32554164
Roblox-008,29.59860519
RocketLeague-001,75.90754449
RocketLeague-002,63.44296107
RocketLeague-003,71.55786552
RocketLeague-006,59.53446333
RocketLeague-007,40.01514964
RocketLeague-008,47.05791304
SC2-001,77.51979292
SC2-002,64.40281176
SC2-003,69.09461452
SC2-004,57.35484847
SC2-005,69.66748689
Sekiro-003,87.49862674
Sekiro-004,83.17732082
Sekiro-005,94.09474231
Sekiro-007,88.85777607
Sekiro-008,92.43975158
Sekiro-010,89.45134206
Sekiro-011,85.66071414
Sekiro-012,79.9755832
Sekiro-015,79.75853433
Sekiro-016,84.02610216
Sekiro-018,81.73013723
Sekiro-019,79.79803621
Sekiro-021,76.83313855
Sekiro-023,70.21267698
Sekiro-024,72.11872067
Sekiro-025,80.97184799
Sekiro-026,78.33042396
Sekiro-027,72.74882055
Sekiro-028,72.20692958
Sekiro-029,76.19543559
SilentHunter-001,50.19161315
SpiderMan-001,70.36523677
Stellaris-001,89.1053309
StreetFighter-001,30.37871454
StreetFighter-003,20.30529714
StreetFighter-004,66.11862165
StreetFighter-005,61.61418725
StreetFighter-006,18.00243567
StreetFighter-007,28.63365314
StreetFighter-009,62.3095865
StreetFighter-010,57.4262646
StreetFighter-012,62.87496345
StreetFighter-013,55.98858597
StreetFighter-014,62.09267966
StreetFighter-015,65.25985857
StreetFighter-016,63.49870949
StreetFighter-017,56.06072326
StreetFighter-018,78.26963753
StreetFighter-019,80.11903658
StreetFighter-020,80.27792196
SuperSmashBros-001,88.58793875
SuperSmashBros-003,88.69677782
SuperSmashBros-004,87.18182996
SuperSmashBros-005,86.37985122
SuperSmashBros-007,45.57468844
SuperSmashBros-008,55.81054414
SuperSmashBros-009,92.5047835
SuperSmashBros-010,92.38781662
SuperSmashBros-011,83.19491933
SuperSmashBros-012,95.15880714
SuperSmashBros-013,83.87009282
SuperSmashBros-014,88.02795569
SuperSmashBros-015,87.92164
SuperSmashBros-016,92.15921388
SuperSmashBros-017,65.19220987
TheWitcher-001,74.78839278
TheWitcher-004,80.98441471
TheWitcher-005,79.53721413
TheWitcher-006,89.28792301
TheWitcher-007,76.68904434
TotalWar-002,77.99549716
TotalWar-006,71.89184121
TotalWar-008,77.91476327
TotalWar-015,79.96707539
TotalWar-019,80.48472178
WOW-001,36.21439745
WOW-002,47.77040367
WOW-004,35.82002621
WOW-005,33.92120908
WOW-006,56.00488074
WOW-007,35.00877354
WOW-008,27.25657482
WOW-009,43.77725453
WOW-010,42.33596029
WOW-011,21.11026604
WOW-013,34.98354768
WOW-014,57.58143809
WorldTanks-001,70.38009779
WorldTanks-003,73.22313936
WorldTanks-005,68.35261705
WorldTanks-006,67.6578213
WorldTanks-007,71.06775689
WorldTanks-008,75.69491534
WorldTanks-009,76.76098519
WorldTanks-010,75.66480659
WorldTanks-011,76.84708215
WorldTanks-012,67.33787768
WorldTanks-030,70.2116269
